Student_ID,Name,Age,Gender,City,Class,Attendance_Percentage,Study_Hours_per_day,Math_Score,Science_Score,English_Score,Total_Score,Parent_Education,Internet_Access,Result
6173,Nadia Rahman,12,M,rajshahi,Nine,78.3,-0.2,34,45,44,123.0,,N,P
4248,Tanvir Islam,11,F,Dhaka,Ten,88.0,4.6,99,76,37,212.0,N/A,n/a,P
4943,Rakib Hossain,17,M,CHATTOGRAM,Six,82.6,3.7,72,33,80,185.0,illiterate,n/a,PASS
6166,Mitu Ahmed,13,F,  Dhaka,Ten,101.2,4.2,94,86,,180.0,secondary,1,P
2496,Sadia Rahman,11,M,KHULNA ,7,80.2,2.0,46,88,60,194.0,,0,P
163,Jannat Das,12,Other,barisal,8th,88.0,3.9,,99,47,146.0,higher secondary,Y,P
8480,Shila Khan,12,F,rangpur,8th,80.1,3.6,62,36,32,130.0,Primary,,Pass
6817,Sabbir Sarker,17,FEMALE,rangpur,7th,98.1,2.2,94,88,53,235.0,N/A,0,PASS
3203,Rupa Khan,16,M,Mymensingh,7,74.3,2.3,78,71,53,,Illiterate,YES,F
6091,lima rahman,17,FEMALE,Barisal,7,,1.2,90,46,98,234.0,primary,yes,Fail
4702,Hasan Rahman,15,Other,Barishal,6th,76.5,1.8,89,59,95,243.0,PRIMARY,NO,F
3595,Zayed Chowdhury,14,other,Mymensign,9th,77.3,3.5,61,70,71,202.0,unknown,no,F
8390,Sabbir Islam,17,,Dhaka,9,82.5,,37,66,88,191.0,GRADUATE,1,
9235,Shila Talukder,17,F,KHULNA ,Ten,88.4,3.7,90,56,30,176.0,primary,n/a,Fail
2396,Tanvir Das,17,female,Rangpur,9th,94.4,2.5,93,97,34,224.0,N/A,Yes,pass
3767,Mitu Sarker,16,M,Chittagong,8,88.6,0.4,49,73,61,183.0,unknown,YES,fail
3975,Tanvir Islam,17,other,Rangpur,6,78.6,2.8,54,62,89,205.0,Secondary,,fail
7645,Nadia Chowdhury,13,MALE,Barishal,10,86.8,1.8,60,92,74,227.0,Higher Secondary,1,P
6981,Farhan Khan,17,MALE,,Ten,78.3,5.0,84,63,70,203.0,secondary,0,F
5106,Sadia Hossain,fifteen,female,Dhaka ,6th,240.9,4.4,30,44,57,131.0,Unknown,NO,fail
6229,Mim Ahmed,15,Male,DHAKA,9,95.4,,60,80,79,219.0,N/A,YES,Fail
2591,Lima Das,18,Female,Rajshahi ,9th,,4.8,74,47,74,195.0,Secondary,no,P
1911,Bristi Ahmed,13,male,khulna,Ten,88.3,3.7,86,60,35,181.0,higher secondary,NO,pass
995,Shila Akter,13,female,rangpur,8,90.5,2.5,62,77,31,170.0,GRADUATE,,pass
7455,Imran Ahmed,18,Male,rajshahi,7,82.8,4.4,232,87,69,388.0,higher secondary,no,
3588,Zayed Akter,16,Male,sylhet,Nine,88.3,6.3,46,61,97,204.0,Illiterate,Y,PASS
6846,Rafi Ahmed,17,Female,Barishal,Nine,-4.2,3.3,33,59,91,183.0,illiterate,0,pass
4923,Tamim Talukder,15,,  Dhaka,8,70.3,6.2,40,53,80,173.0,higher secondary,YES,pass
2587,Jannat Chowdhury,13,female,barisal,7,82.0,3.3,46,77,37,160.0,GRADUATE,n/a,pass
4446,Nusrat Hossain,14,F,Rajshahi ,6th,N/A,2.9,59,53,34,146.0,postgraduate,no,Fail
4747,Nadia Talukder,11,MALE,Rangpur,Nine,92.0,1.9,46,41,73,160.0,Illiterate,NO,FAIL
4406,Nadia Das,,FEMALE,mymensingh,6,,1.3,89,84,64,237.0,illiterate,NO,Pass
4459,Hasan Rahman,13,MALE,KHULNA ,Nine,77.1,2.5,34,88,64,186.0,Graduate,No,F
5722,Riya Akter,18,other,KHULNA ,06,87.5,4.4,33,72,76,181.0,Primary,No,FAIL
6185,Imran Rahman,182,Female,dhaka,10th,71.2,2.0,48,36,55,139.0,Post Graduate,N,P
9662,Rafi Sarker,13,Other,Rajshahi ,Seven,85.2,0.0,32,57,76,165.0,,yes,
9581,Priya Akter,17,O,barisal,7,101.6,4.7,43,50,43,136.0,illiterate,n/a,PASS
7368,Mim Hossain,14,male,Dhaka,10,75.4,2.6,30,84,78,192.0,unknown,NO,FAIL
47,Shila Islam,12,Female,Rajshahi ,7th,88.6,3.8,62,38,72,172.0,Secondary,,Pass
9830,Jannat Hossain,11,,mymensingh,7,85.0,4.5,99,92,82,error,primary,1,Fail
4709,Ayesha Talukder,14,female,mymensingh,Eight,67.4,4.2,35,91,62,188.0,PRIMARY,Yes,
9475,Zayed Islam,,,Rangpur,7th,81.2,3.9,55,32,75,162.0,,n/a,Fail
8495,Kabir Talukder,11,M,mymensingh,7th,76.8,1.7,41,38,88,167.0,higher secondary,0,PASS
9291,Nusrat Talukder,16,Other,barisal,10th,89.1,3.5,75,33,44,152.0,GRADUATE,NO,P
3542,Mim Hossain,16,M,,Nine,74.1,6.2,58,72,71,201.0,Unknown,n/a,FAIL
5216,Rahim Islam,11,other,mymensingh,Seven,85.5,4.1,36,48,62,146.0,Post Graduate,1,Pass
393,Ayesha Talukder,14,Male,Sylhet,7,76.9,3.6,33,51,74,158.0,unknown,,pass
9590,Mim Khan,12,MALE,Khulna,9,98.2,2.4,213,50,88,351.0,Illiterate,No,
STU-08130,Zayed Hossain,12,FEMALE,Rajshahi ,9,82.0,3.6,53,57,47,157.0,Graduate,0,FAIL
STU-01990,Sohan Rahman,17,O,Rajshahi,9,76.5,2.8,68,32,59,,Primary,Yes,Fail
5639,Rakib Rahman,15,MALE,mymensingh,Ten,76.4,2.3,96,58,37,191.0,postgraduate,0,
3330,Shila Chowdhury,13,male,DHAKA,6th,82.0,5.0,87,77,30,194.0,Higher Secondary,YES,Pass
9150,Momo Ahmed,11,M,rajshahi,06,101.1,3.4,37,69,75,181.0,Higher Secondary,No,FAIL
STU-03222,Rafi Ahmed,16,Female,rangpur,Seven,77.5,3.9,97,72,46,215.0,Unknown,N,FAIL
9523,Shila Akter,12,male,Ctg,Eight,,2.6,51,38,76,165.0,primary,0,
3911,Sadia Talukder,-11,male,Ctg,Eight,72.5,2.7,40,44,41,125.0,Secondary,0,FAIL
4244 ,Zayed Islam,12,F,Dhaka,Nine,90.0,2.6,68,91,225,384.0,GRADUATE,yes,fail
7222,Bristi Ahmed,fifteen,Male,Dhaka,7,89.1,1.7,87,77,30,194.0,Higher Secondary,NO,FAIL
2245,Anik Das,18,other,Dhaka,6th,83.3,3.2,60,57,37,154.0,primary,n/a,FAIL
117,Sabbir Akter,17,other,Rajshahi ,7th,86.7,,33,35,80,148.0,PRIMARY,no,F
7027,Mitu Ahmed,15,other,sylhet,9th,85.4,4.4,76,78,53,207.0,primary,No,Fail
4366,Sohan Khan,17,male,KHULNA ,Eight,70.7,3.9,31,90,88,209.0,primary,yes,PASS
616,Tanvir Akter,14,other,rangpur,Eight,80.4,3.3,55,33,93,181.0,secondary,No,P
8163,Anik Sarker,18,Other,Khulna,Seven,93.7,3.5,67,37,30,134.0,PRIMARY,Y,P
8138,Nusrat Hossain,269,other,rangpur,Nine,89.3,3.8,83,76,78,237.0,GRADUATE,NO,F
2388,Kabir Hossain,227,Female,Chittagong,8th,74.2,2.2,60,80,56,196.0,graduate,YES,
876 ,Zayed Islam,18,FEMALE,mymensingh,10,86.3,3.4,43,43,39,125.0,PRIMARY,no,pass
4197,Rakib Hossain,14,other,Mymensign,Seven,86.2,3.6,92,52,84,228.0,Higher Secondary,Yes,
4725,Nadia Ahmed,17,Female,barisal,Seven,76.9,4.5,82,66,83,231.0,Illiterate,n/a,fail
1662,Hasan Sarker,15,Other,sylhet,10th,73.7,4.6,74,96,98,268.0,unknown,n/a,F
2817,Sabbir Chowdhury,17,O,Dhaka ,8,79.1,5.2,35,87,97,219.0,Unknown,1,Fail
8439,Shila Islam,13,,rajshahi,Eight,81.9,4.0,75,269,41,385.0,PRIMARY,1,fail
9328,Shila Sarker,18,,barisal,Eight,81.3,5.8,30,61,93,184.0,Graduate,Yes,P
7274,Anik Rahman,16,,mymensingh,8,86.6,1.7,57,61,51,169.0,PRIMARY,,pass
5744,Nusrat Chowdhury,11,M,Chittagong,8th,85.5,1.9,84,48,50,182.0,secondary,N,
7736,Kabir Khan,17,male,Rangpur,Nine,71.2,2.6,95,48,54,197.0,Graduate,0,PASS
8494,Bristi Rahman,12,other,sylhet,10th,84.4,5.7,61,45,99,205.0,higher secondary,n/a,Pass
719,Tamim Sarker,14,female,Rajshahi,7,77.0,-3.7,99,41,45,,Post Graduate,NO,pass
7825,Anik Ahmed,18,O,Dhaka,6,88.8,0.8,30,56,92,178.0,Post Graduate,,F
1166,Imran Chowdhury,fifteen,M,Mymensign,Six,78.9,4.4,59,81,38,178.0,Post Graduate,,Fail
STU-04028,Kabir Chowdhury,14,Male,rajshahi,Ten,89.2,6.3,92,79,51,222.0,unknown,no,fail
5313,Farhan Akter,13,,Rangpur,8,76.8,2.1,90,33,51,174.0,Post Graduate,yes,Pass
5524,Mim Islam,12,M,Sylhet,8th,69.2,1.0,33,91,93,217.0,Secondary,yes,F
739,Nadia Khan,14,Other,chittagong,6th,87.2,1.5,86,55,54,203.0,N/A,Y,PASS
159,Priya Hossain,17,Male,Rangpur,7th,70.0,4.7,31,96,41,168.0,GRADUATE,N,fail
4076,Farhan Ahmed,17,F,Rajshahi,8th,83.4,3.7,31,49,38,118.0,Post Graduate,0,F
2863,Anik Hossain,fifteen,,khulna,10,66.5,2.1,52,92,55,199.0,PRIMARY,yes,F
7316 ,Rafi Khan,14,M,Ctg,6th,84.1,5.3,74,94,95,263.0,graduate,NO,
STU-07465,Zayed Akter,18,other,mymensingh,7th,74.4,3.2,84,59,78,221.0,,,Pass
1773,Sohan Hossain,16,Male,  Dhaka,6th,-45.6,4.8,98,87,34,219.0,Primary,Yes,Pass
2432,Arif Ahmed,13,MALE,Barishal,Ten,97.5,5.3,74,74,44,192.0,secondary,,FAIL
9838,Sabbir Hossain,17,,Rangpur,10th,95.0,6.9,33,,46,79.0,secondary,Yes,Pass
4069,Rafi Ahmed,13,F,Khulna,Eight,103.5,3.9,73,95,39,207.0,higher secondary,Y,Pass
1783,Ayesha Ahmed,12,MALE,Rajshahi ,6th,77.8,0.6,87,70,86,243.0,illiterate,N,Pass
6066,Fatema Akter,13,other,Khulna,6,88.3,5.5,44,99,39,182.0,Primary,,Fail
4655,Zayed Chowdhury,11,Other,  Dhaka,7,91.9,4.7,36,67,99,202.0,Graduate,No,P
1437,Nusrat Hossain,12,male,Chittagong,6th,69.5,5.3,32,84,87,203.0,Unknown,,fail
6183,Sohan Sarker,16,F,Mymensign,Eight,85.6,1.5,48,76,90,214.0,Graduate,0,Pass
6563,Tanvir Rahman,fifteen,Female,barisal,6,99.2,2.5,80,72,71,223.0,Graduate,1,
3853,Bristi Ahmed,18,,barisal,9th,99.7,2.1,51,49,34,134.0,Secondary,Y,PASS
3303,Kabir Rahman,12,Other,KHULNA ,7th,71.2,4.3,60,74,76,210.0,postgraduate,No,F
4522,Momo Talukder,15,Other,barisal,Six,88.2,1.4,33,85,63,181.0,postgraduate,no,Pass
9062,Mitu Islam,12,M,Rajshahi,7th,75.6,3.8,65,53,37,155.0,Illiterate,1,fail
2475,Momo Sarker,292,M,KHULNA ,7th,94.8,2.7,81,52,66,199.0,graduate,YES,pass
5875,Momo Talukder,13,MALE,CHATTOGRAM,7,101.3,2.0,40,38,57,135.0,Illiterate,N,PASS
STU-08496,Shila Das,17,O,mymensingh,9,66.7,1.2,92,-32,50,110.0,unknown,,pass
6402,Sadia Talukder,15,Female,Mymensingh,10th,86.9,3.3,62,83,43,188.0,higher secondary,No,P
2238,Tanvir Hossain,16,Male,rajshahi,Seven,69.1,2.3,63,94,84,241.0,Secondary,yes,fail
9500,Bristi Talukder,13,F,rangpur,Nine,84.3,3.5,42,48,86,176.0,Illiterate,Yes,Fail
4688,Mim Sarker,13,O,CHATTOGRAM,6th,94.8,1.0,56,97,46,199.0,,YES,Pass
4665,Priya Hossain,16,O,barisal,06,79.1,5.4,65,92,76,233.0,,Y,P
5587 ,Riya Ahmed,18,other,Rajshahi ,Eight,84.4,5.0,41,42,39,122.0,Post Graduate,N,P
941,Rakib Akter,14,Other,khulna,Eight,95.6,3.3,262,65,47,374.0,primary,No,F
4189,Rafi Talukder,12,other,Chittagong,8,100.4,1.7,95,69,44,208.0,GRADUATE,YES,PASS
STU-07040,Shila Das,16,,Mymensingh,9,77.8,2.8,50,32,50,132.0,Secondary,n/a,F
6603,Mim Khan,18,FEMALE,CHATTOGRAM,Nine,80.8,4.4,65,60,56,181.0,GRADUATE,1,Pass
1921,Anik Islam,17,Male,barisal,7th,72.9,5.7,94,84,39,217.0,higher secondary,n/a,PASS
2662,Lima Islam,12,MALE,KHULNA ,7,79.0,3.9,83,75,39,197.0,primary,N,P
9003,Bristi Islam,18,Female,Ctg,9,79.4,3.2,67,65,66,198.0,GRADUATE,n/a,Fail
2092,Arif Rahman,12,MALE,rajshahi,Eight,87.9,4.7,62,36,32,130.0,N/A,N,fail
3577,Kabir Rahman,14,Female,Chattogram,7th,80.2,2.9,69,34,79,182.0,primary,N,Fail
1114,Jannat Khan,18,MALE,rajshahi,10th,81.7,4.1,67,67,82,216.0,Post Graduate,Yes,FAIL
7513,Tanvir Khan,12,,Khulna,06,84.5,6.1,41,84,39,164.0,Higher Secondary,Y,Pass
2336,Tamim Hossain,14,other,Mymensign,6,84.8,2.2,93,55,36,184.0,GRADUATE,No,Fail
686,Sadia Sarker,16,male,Khulna,6,89.9,2.5,71,83,45,199.0,illiterate,Y,Pass
4669,Tamim Akter,17,Female,Chittagong,10th,70.3,2.3,74,43,51,168.0,Higher Secondary,1,P
STU-09350,Imran Akter,11,O,barisal,10th,82.7,4.1,95,46,42,183.0,Higher Secondary,YES,P
3484,Tanvir Das,16,Female,Mymensign,6,94.2,2.2,63,73,73,209.0,higher secondary,Y,P
8162,Farhan Rahman,17,MALE,Rajshahi,8,89.2,6.0,61,54,82,197.0,graduate,no,F
5081,Rakib Talukder,16,M,Dhaka ,10,95.6,1.0,38,71,58,167.0,Primary,0,F
2282,Farhan Talukder,11,Male,Barisal,10,76.4,4.9,50,39,86,175.0,Post Graduate,Yes,Fail
4005,Shila Das,17,Male,Rajshahi ,9th,92.1,5.1,65,42,34,141.0,primary,n/a,Fail
1635,Anik Rahman,14,Male,SYLHET,6th,97.3,3.7,64,83,45,192.0,PRIMARY,,F
7351,Nadia Ahmed,15,Female,Khulna,Ten,76.6,3.3,93,46,45,184.0,higher secondary,yes,PASS
8601,Nusrat Chowdhury,16,,Rangpur,06,97.1,3.1,70,64,93,227.0,Graduate,Y,pass
5463,Kabir Chowdhury,14,female,rajshahi,Ten,87.9,4.2,84,41,43,168.0,graduate,yes,F
485,Rahim Sarker,17,Other,CHATTOGRAM,Seven,86.9,2.0,55,35,33,123.0,illiterate,Y,Fail
5646,Zayed Talukder,18,F,Rajshahi ,10th,95.0,2.8,31,39,72,142.0,Post Graduate,NO,P
7764,Rafi Talukder,12,F,CHATTOGRAM,06,69.6,3.7,63,95,60,218.0,N/A,YES,PASS
1096,Rafi Chowdhury,16,O,khulna,9th,78.4,2.6,53,75,51,179.0,secondary,Y,F
5616,Ayesha Sarker,17,O,Chattogram,8th,99.5,1.3,55,70,32,,Unknown,Y,FAIL
2681,Riya Chowdhury,17,FEMALE,khulna,9th,86.5,2.2,38,83,,121.0,Unknown,no,F
1084,Rupa Sarker,12,other,Ctg,Ten,81.1,1.5,76,55,86,217.0,Illiterate,yes,
3334,Fatema Sarker,18,other,Rajshahi ,9,78.8,0.3,60,63,36,159.0,Post Graduate,1,FAIL
8312,Nusrat Talukder,11,Male,Khulna,7th,83.8,4.5,77,68,59,204.0,Illiterate,No,Fail
734,Lima Talukder,13,FEMALE,SYLHET,06,85.4,4.1,48,93,35,176.0,graduate,Yes,FAIL
1418,Arif Hossain,14,male,Khulna,7th,89.1,1.8,91,58,61,,illiterate,No,Pass
8273,Farhan Sarker,16,,Rangpur,9th,74.6,2.4,94,51,70,215.0,Illiterate,0,Fail
2430,Zayed Chowdhury,11,other,Rajshahi ,7th,84.6,3.2,39,36,65,,higher secondary,NO,fail
1067,Tamim Khan,11,other,Ctg,9,93.7,1.2,59,82,92,233.0,graduate,NO,Fail
1901,Hasan Khan,14,Other,Barishal,10th,81.8,3.8,90,63,68,221.0,Post Graduate,YES,PASS
7016,Momo Sarker,17,,Mymensign,Ten,89.1,1.2,75,81,95,error,Illiterate,Yes,pass
972,Fatema Sarker,17,Male,SYLHET,7,98.3,5.0,64,60,57,181.0,illiterate,yes,FAIL
2781,Kabir Khan,fifteen,F,barisal,10,77.0,5.0,97,36,69,202.0,unknown,yes,
5243,Nusrat Hossain,16,Female,Mymensign,10th,86.8,2.1,62,77,96,235.0,,0,Pass
188,Karim Akter,13,Female,DHAKA,7,83.3,1.8,85,92,75,252.0,N/A,0,
4065,Sadia Chowdhury,13,other,  Dhaka,Six,,2.3,34,31,80,145.0,higher secondary,YES,Pass
1755,Imran Ahmed,13,F,Chattogram,Ten,85.5,2.8,30,95,93,218.0,Primary,No,fail
4763,Rahim Ahmed,15,Male,SYLHET,9th,78.2,3.3,58,60,31,149.0,GRADUATE,NO,Pass
7849,Karim Hossain,12,female,Mymensingh,10,83.7,2.9,41,51,87,,Unknown,Yes,F
4545,Karim Khan,16,Other,Rangpur,9,79.7,0.2,64,61,31,156.0,higher secondary,NO,
9442,Sadia Islam,18,Male,Sylhet,06,75.6,3.3,61,30,36,127.0,graduate,1,F
831,Fatema Akter,15,male,CHATTOGRAM,Ten,96.4,3.2,76,71,80,227.0,Primary,yes,F
5295,Sabbir Akter,14,other,Mymensingh,Seven,63.4,3.8,63,42,34,139.0,Higher Secondary,,FAIL
5495,Jannat Das,11,male,khulna,8th,83.9,0.2,64,77,37,178.0,GRADUATE,0,P
1926,Hasan Islam,18,,mymensingh,10,100.1,0.7,75,98,60,233.0,Graduate,N,pass
9224,Rahim Hossain,16,Female,Mymensign,7,76.4,5.2,58,55,37,150.0,illiterate,,PASS
8381,Nusrat Khan,12,MALE,Barisal,10,74.7,2.1,45,72,93,210.0,higher secondary,yes,Pass
7829,Mitu Akter,14,Other,CHATTOGRAM,Ten,70.5,3.8,35,67,87,189.0,Illiterate,Yes,Fail
2927,Tanvir Islam,13,Other,Rajshahi,Eight,,4.1,71,58,95,224.0,Unknown,n/a,FAIL
4774,Tamim Talukder,17,Male,Khulna,10,103.6,1.3,83,81,42,206.0,higher secondary,0,PASS
7562,Kabir Rahman,13,other,Chittagong,Nine,89.7,4.8,52,94,69,215.0,Primary,0,FAIL
STU-02645,Hasan Ahmed,14,other,sylhet,9,-7.8,3.2,73,83,80,236.0,Unknown,No,fail
9051,Tamim Sarker,11,,CHATTOGRAM,10th,72.9,6.4,42,32,61,135.0,unknown,1,Pass
6063,Kabir Sarker,13,Other,barisal,6,96.7,6.6,31,88,92,211.0,N/A,Yes,FAIL
4981,Rupa Chowdhury,18,O,Rangpur,8,94.4,4.7,61,54,92,207.0,GRADUATE,No,PASS
54,Farhan Rahman,14,O,sylhet,6,84.5,3.8,35,76,84,195.0,PRIMARY,No,PASS
6810,Tanvir Chowdhury,12,,KHULNA ,Seven,90.0,4.1,98,56,46,200.0,Post Graduate,Yes,pass
2457,Jannat Sarker,18,other,CHATTOGRAM,10,91.8,3.1,76,61,82,219.0,illiterate,no,pass
9747 ,Lima Talukder,14,M,Khulna,7,84.9,2.9,52,63,51,166.0,secondary,yes,FAIL
6022,Hasan Khan,17,other,Dhaka ,6,72.6,2.5,55,55,59,,primary,NO,Fail
8378,Bristi Rahman,13,Other,barisal,8th,106.1,1.9,98,93,81,272.0,primary,1,Fail
8841 ,Jannat Chowdhury,13,FEMALE,mymensingh,7th,88.8,3.7,55,58,31,153.0,postgraduate,Yes,
3022,Sabbir Hossain,17,Male,Dacca,10,107.9,1.7,66,82,45,193.0,primary,,FAIL
9499,Hasan Das,14,O,Rajshahi ,Ten,74.1,1.3,69,46,79,194.0,higher secondary,No,Fail
6706,Nadia Rahman,16,MALE,Rangpur,7th,96.9,2.5,51,61,70,182.0,GRADUATE,YES,fail
564,Shila Khan,11,FEMALE,Rajshahi ,Ten,N/A,3.6,,94,58,152.0,Secondary,no,
912,Sadia Rahman,17,FEMALE,rangpur,10,,3.5,64,75,71,210.0,graduate,no,Pass
6169,Rupa Hossain,18,FEMALE,mymensingh,6th,60.0,1.7,35,30,62,127.0,Illiterate,N,fail
5917,Hasan Das,17,female,Rangpur,Seven,79.3,5.4,37,34,52,123.0,N/A,0,Pass
7418,Shila Das,17,O,  Dhaka,Nine,69.2,2.8,30,77,39,146.0,graduate,N,
8197 ,Mitu Akter,18,F,Barishal,8th,77.7,3.8,60,96,85,241.0,GRADUATE,n/a,
5891,Jannat Talukder,18,,Dacca,10th,89.9,3.5,43,32,86,161.0,N/A,YES,P
6961,Fatema Das,13,Other,khulna,8th,86.2,4.2,69,38,31,138.0,graduate,0,fail
1057 ,Priya Chowdhury,13,,dhaka,9,92.3,2.0,63,54,97,214.0,GRADUATE,Yes,fail
541,Mim Talukder,17,F,DHAKA,8th,87.9,2.6,81,76,92,249.0,secondary,1,
6408,Momo Talukder,18,MALE,Rangpur,7,63.1,3.1,41,91,59,180.0,Unknown,no,FAIL
6503,Riya Khan,15,Other,Chattogram,9,78.2,2.0,43,44,68,155.0,Illiterate,,FAIL
8371,Nusrat Chowdhury,15,O,Rajshahi,6th,97.7,1.6,41,42,131,214.0,graduate,,Fail
7547,Farhan Khan,11,male,Chittagong,Nine,68.4,2.3,76,79,65,220.0,Primary,no,Pass
9421,Nusrat Talukder,12,Female,Mymensingh,Eight,73.5,2.9,56,97,96,,Post Graduate,,Fail
6460,Tanvir Islam,15,M,Rajshahi ,06,84.4,29.8,72,55,96,223.0,unknown,n/a,FAIL
9609 ,Jannat Chowdhury,16,Other,  Dhaka,Six,87.9,3.3,97,57,59,213.0,unknown,1,
3369,Hasan Talukder,15,M,Rajshahi ,06,85.8,3.0,56,74,92,222.0,Graduate,Y,fail
3709,Lima Das,15,O,Dhaka,10th,94.6,3.1,30,42,83,155.0,Graduate,n/a,FAIL
1178,Mitu Akter,12,F,SYLHET,8th,86.0,0.2,97,91,80,268.0,Primary,1,FAIL
246,Kabir Chowdhury,12,Male,SYLHET,7th,86.4,3.7,86,68,85,239.0,N/A,n/a,fail
2540,Sadia Rahman,18,Male,Rajshahi,9,96.3,2.9,46,70,64,180.0,unknown,N,FAIL
7985,Rakib Khan,15,MALE,Khulna,Six,81.8,2.6,38,32,90,160.0,Unknown,0,PASS
5699,Sohan Das,18,M,sylhet,8th,87.6,2.2,99,74,54,227.0,postgraduate,0,P
8522,Rakib Rahman,11,Other,chittagong,6th,84.5,5.4,-16,73,79,136.0,Unknown,YES,F
5561,Imran Das,13,M,khulna,Eight,80.0,3.9,71,35,53,159.0,Illiterate,no,Pass
8019,Sadia Akter,13,other,Khulna,9,89.1,2.9,75,52,49,176.0,illiterate,1,
5511,Kabir Islam,12,FEMALE,barisal,Eight,78.7,3.4,38,41,45,124.0,postgraduate,N,
2335,Karim Ahmed,14,other,Mymensingh,6,97.9,3.2,78,50,,128.0,Secondary,Yes,fail
6940,Rafi Chowdhury,17,M,Khulna,7th,81.7,2.6,95,41,86,222.0,Graduate,No,Fail
5348,Sabbir Sarker,12,male,Barishal,9th,68.0,1.7,43,86,77,206.0,PRIMARY,YES,
1355,Karim Khan,12,Male,Mymensign,Eight,83.4,1.6,85,60,88,233.0,primary,1,PASS
43,Sabbir Ahmed,15,FEMALE,Dacca,7,91.1,2.5,66,53,75,194.0,Unknown,no,fail
3243,Zayed Ahmed,14,MALE,  Dhaka,7th,102.4,1.5,63,42,36,141.0,,no,PASS
1897 ,Sadia Khan,17,F,dhaka,7,71.1,3.1,39,42,76,157.0,Post Graduate,yes,
7992,Farhan Akter,17,male,,10,76.9,2.5,34,82,41,157.0,graduate,Yes,P
5493,Rahim Hossain,13,FEMALE,Mymensingh,9,76.3,2.4,52,73,73,198.0,Illiterate,NO,fail
8111,Lima Talukder,17,other,rangpur,Nine,92.9,0.0,43,-13,40,70.0,Higher Secondary,Yes,Pass
STU-09529,Jannat Islam,13,male,Dacca,Six,86.7,3.4,76,65,64,,graduate,,FAIL
8588,Anik Akter,18,Male,dhaka,8,70.0,2.3,30,43,39,112.0,graduate,yes,pass
1403,Sadia Khan,11,male,Barisal,06,72.3,3.7,95,79,43,217.0,Higher Secondary,n/a,fail
6274,Imran Islam,15,Male,sylhet,Six,96.6,4.0,94,85,79,258.0,PRIMARY,1,F
8401,Nadia Hossain,11,other,Ctg,9th,104.3,24.4,49,,51,100.0,unknown,0,FAIL
8020 ,Ayesha Ahmed,14,,rajshahi,8th,96.6,5.2,63,79,76,218.0,,yes,fail
2902,Momo Hossain,16,male,Mymensign,6th,92.2,5.5,64,84,95,243.0,Primary,1,pass
2173,Karim Khan,12,male,Rangpur,Nine,96.1,4.1,90,43,50,183.0,higher secondary,YES,F
7846,Hasan Talukder,16,female,barisal,10th,68.2,2.7,52,77,84,213.0,Graduate,no,F
5352,Rahim Hossain,18,O,Sylhet,6th,83.7,5.0,71,47,32,150.0,Graduate,NO,fail
4399,Imran Akter,13,Other,Sylhet,8,76.1,3.2,96,57,73,226.0,Graduate,NO,pass
9752,Rakib Khan,11,other,mymensingh,06,91.8,2.7,34,72,76,182.0,primary,n/a,pass
422,Kabir Chowdhury,14,,Barishal,8th,92.0,2.5,97,47,58,202.0,GRADUATE,Y,PASS
7192,Arif Rahman,14,other,Rangpur,9th,93.1,2.1,87,78,93,258.0,Higher Secondary,0,P
8608,Bristi Sarker,11,FEMALE,khulna,9th,77.8,21.3,61,49,90,200.0,illiterate,no,
7526,Lima Akter,15,F,Mymensingh,8th,81.9,2.9,87,72,66,225.0,secondary,No,Pass
6427,Nusrat Hossain,16,female,rajshahi,10th,76.7,1.7,51,42,51,144.0,,N,Fail
2884,Mitu Akter,17,O,khulna,6,99.4,4.6,45,69,59,,Primary,yes,pass
4048,Sabbir Das,17,Other,Mymensingh,9,86.4,5.2,65,78,73,216.0,Illiterate,N,F
5611,Anik Akter,14,male,Dhaka,9,68.5,23.8,60,98,66,224.0,N/A,No,Fail
131,Tamim Rahman,17,MALE,Mymensingh,7th,70.2,27.0,93,44,58,195.0,PRIMARY,Y,FAIL
4715,Farhan Das,11,MALE,Mymensign,9,83.1,3.7,65,40,50,155.0,primary,Yes,FAIL
6107,Sohan Islam,15,Other,Rangpur,7,91.1,2.4,71,50,31,152.0,Higher Secondary,N,Pass
7990,Tamim Hossain,13,F,mymensingh,9th,86.5,5.2,32,88,91,211.0,unknown,,FAIL
7341,Tanvir Rahman,15,Female,Rajshahi ,Ten,95.8,4.4,42,67,87,196.0,Graduate,0,FAIL
7177,Tamim Islam,15,MALE,barisal,06,101.4,4.8,74,50,82,206.0,unknown,yes,FAIL
5066,Sadia Chowdhury,13,Other,Mymensingh,10th,82.4,4.6,35,80,43,158.0,Higher Secondary,Yes,FAIL
4022,Farhan Rahman,14,female,Rajshahi,Seven,90.9,4.0,67,87,34,188.0,Post Graduate,no,F
3854,Rupa Khan,16,MALE,rangpur,Eight,78.3,3.8,61,59,182,302.0,Illiterate,yes,F
4601,Momo Akter,14,MALE,Ctg,8,81.5,3.6,30,88,63,181.0,Secondary,,F
7187,Bristi Chowdhury,17,FEMALE,Chattogram,6th,-34.0,2.3,91,54,92,237.0,primary,N,
8685,Hasan Islam,17,F,Dhaka,9,84.5,1.5,,40,96,136.0,Illiterate,1,Fail
3919,Karim Chowdhury,-2,female,Rangpur,06,74.9,1.9,71,35,38,144.0,Unknown,Y,fail
7916,Sabbir Ahmed,18,O,chittagong,7th,83.1,5.4,33,66,35,134.0,Secondary,no,pass
